PMID,Diagnostic criteria,Prevalence or Incidence,"Type (Any, early to intermediate, late-wet, late-dry)",Sex,Age,End hypothesized 95,age_start,age_end,Region,Nation,Ethnicity,First authors,Period,year_start,year_end,Sample size,Patients with AMD,proportion,standard error,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23
,,,Early to intermediate,,60-69,60-69,60.0,69.0, North America,US,European Ancestry,"West S et al, 1994",1988-1990,1988.0,1990.0,206.0,50.0,0.24271844660194175,0.029870773640288104,,,,
,,,Early to intermediate,Male,60-69,60-69,60.0,69.0, North America,US,European Ancestry,"West S et al, 1994",1988-1990,1988.0,1990.0,148.0,42.0,0.28378378378378377,0.03705825835717565,,,,
,,,Early to intermediate,Female,60-69,60-69,60.0,69.0, North America,US,European Ancestry,"West S et al, 1994",1988-1990,1988.0,1990.0,58.0,8.0,0.13793103448275862,0.04527808029645605,,,,
,,,Early to intermediate,,70-79,70-79,70.0,79.0, North America,US,European Ancestry,"West S et al, 1994",1988-1990,1988.0,1990.0,212.0,68.0,0.32075471698113206,0.03205766682763325,,,,
,,,Early to intermediate,Male,70-79,70-79,70.0,79.0, North America,US,European Ancestry,"West S et al, 1994",1988-1990,1988.0,1990.0,117.0,38.0,0.3247863247863248,0.043293884214877905,,,,
,,,Early to intermediate,Female,70-79,70-79,70.0,79.0, North America,US,European Ancestry,"West S et al, 1994",1988-1990,1988.0,1990.0,95.0,30.0,0.3157894736842105,0.047690502419185245,,,,
,,,Early to intermediate,,80+,80-95,80.0,95.0, North America,US,European Ancestry,"West S et al, 1994",1988-1990,1988.0,1990.0,135.0,68.0,0.5037037037037037,0.04303196766736331,,,,
,,,Early to intermediate,Male,80+,80-95,80.0,95.0, North America,US,European Ancestry,"West S et al, 1994",1988-1990,1988.0,1990.0,88.0,48.0,0.5454545454545454,0.053079473465558386,,,,
,,,Early to intermediate,Female,80+,80-95,80.0,95.0, North America,US,European Ancestry,"West S et al, 1994",1988-1990,1988.0,1990.0,47.0,20.0,0.425531914893617,0.07211906589779134,,,,
,,,Late,,40+,40-95,40.0,95.0, North America,US,European Ancestry,"West S et al, 1994",1988-1990,1988.0,1990.0,800.0,0.0,0.0,0.0,,,,
,,,Late,Male,40+,40-95,40.0,95.0, North America,US,European Ancestry,"West S et al, 1994",1988-1990,1988.0,1990.0,516.0,0.0,0.0,0.0,,,,
,,,Late,Female,40+,40-95,40.0,95.0, North America,US,European Ancestry,"West S et al, 1994",1988-1990,1988.0,1990.0,284.0,0.0,0.0,0.0,,,,
,,,Late,,40-49,40-49,40.0,49.0, North America,US,European Ancestry,"West S et al, 1994",1988-1990,1988.0,1990.0,119.0,0.0,0.0,0.0,,,,
,,,Late,Male,40-49,40-49,40.0,49.0, North America,US,European Ancestry,"West S et al, 1994",1988-1990,1988.0,1990.0,78.0,0.0,0.0,0.0,,,,
,,,Late,Female,40-49,40-49,40.0,49.0, North America,US,European Ancestry,"West S et al, 1994",1988-1990,1988.0,1990.0,41.0,0.0,0.0,0.0,,,,
,,,Late,,50-59,50-59,50.0,59.0, North America,US,European Ancestry,"West S et al, 1994",1988-1990,1988.0,1990.0,128.0,0.0,0.0,0.0,,,,
,,,Late,Male,50-59,50-59,50.0,59.0, North America,US,European Ancestry,"West S et al, 1994",1988-1990,1988.0,1990.0,85.0,0.0,0.0,0.0,,,,
,,,Late,Female,50-59,50-59,50.0,59.0, North America,US,European Ancestry,"West S et al, 1994",1988-1990,1988.0,1990.0,43.0,0.0,0.0,0.0,,,,
,,,Late,,60-69,60-69,60.0,69.0, North America,US,European Ancestry,"West S et al, 1994",1988-1990,1988.0,1990.0,206.0,0.0,0.0,0.0,,,,
,,,Late,Male,60-69,60-69,60.0,69.0, North America,US,European Ancestry,"West S et al, 1994",1988-1990,1988.0,1990.0,148.0,0.0,0.0,0.0,,,,
,,,Late,Female,60-69,60-69,60.0,69.0, North America,US,European Ancestry,"West S et al, 1994",1988-1990,1988.0,1990.0,58.0,0.0,0.0,0.0,,,,
,,,Late,,70-79,70-79,70.0,79.0, North America,US,European Ancestry,"West S et al, 1994",1988-1990,1988.0,1990.0,212.0,5.0,0.02358490566037736,0.010422367520976415,,,,
,,,Late,Male,70-79,70-79,70.0,79.0, North America,US,European Ancestry,"West S et al, 1994",1988-1990,1988.0,1990.0,117.0,2.0,0.017094017094017096,0.011983539876828679,,,,
,,,Late,Female,70-79,70-79,70.0,79.0, North America,US,European Ancestry,"West S et al, 1994",1988-1990,1988.0,1990.0,95.0,3.0,0.031578947368421054,0.017941928973195586,,,,
,,,Late,,80+,80-95,80.0,95.0, North America,US,European Ancestry,"West S et al, 1994",1988-1990,1988.0,1990.0,135.0,7.0,0.05185185185185185,0.019083294480578685,,,,
,,,Late,Male,80+,80-95,80.0,95.0, North America,US,European Ancestry,"West S et al, 1994",1988-1990,1988.0,1990.0,88.0,3.0,0.03409090909090909,0.01934399102383678,,,,
,,,Late,Female,80+,80-95,80.0,95.0, North America,US,European Ancestry,"West S et al, 1994",1988-1990,1988.0,1990.0,47.0,4.0,0.0851063829787234,0.04070215806788415,,,,
9097791.0,Wisconsin Age-Related Maculopathy Grading System,Prevalence,Late,,49+,49-95,49.0,95.0,Oceania,Austrailia,NR,"Mitchell P et al, 1995",1992-1993,1992.0,1993.0,3654.0,70.0,0.019157088122605363,0.0022676718345771402,,,,
,,,Late,Male,49+,49-95,49.0,95.0,Oceania,Austrailia,NR,"Mitchell P et al, 1995",1992-1993,1992.0,1993.0,1582.0,20.0,0.012642225031605562,0.00280896154602356,,,,
,,,Late,Female,49+,49-95,49.0,95.0,Oceania,Austrailia,NR,"Mitchell P et al, 1995",1992-1993,1992.0,1993.0,2072.0,50.0,0.02413127413127413,0.0033712499357627036,,,,
,,,Late,,49-54,49-54,49.0,54.0,Oceania,Austrailia,NR,"Mitchell P et al, 1995",1992-1993,1992.0,1993.0,485.0,0.0,0.0,0.0,,,,
,,,Late,Male,49-54,49-54,49.0,54.0,Oceania,Austrailia,NR,"Mitchell P et al, 1995",1992-1993,1992.0,1993.0,215.0,0.0,0.0,0.0,,,,
,,,Late,Female,49-54,49-54,49.0,54.0,Oceania,Austrailia,NR,"Mitchell P et al, 1995",1992-1993,1992.0,1993.0,270.0,0.0,0.0,0.0,,,,
,,,Late,,55-64,55-64,55.0,64.0,Oceania,Austrailia,NR,"Mitchell P et al, 1995",1992-1993,1992.0,1993.0,1172.0,1.0,0.0008532423208191126,0.0008528782319095041,,,,
,,,Late,Male,55-64,55-64,55.0,64.0,Oceania,Austrailia,NR,"Mitchell P et al, 1995",1992-1993,1992.0,1993.0,513.0,0.0,0.0,0.0,,,,
,,,Late,Female,55-64,55-64,55.0,64.0,Oceania,Austrailia,NR,"Mitchell P et al, 1995",1992-1993,1992.0,1993.0,659.0,1.0,0.0015174506828528073,0.0015162989174626843,,,,
,,,Late,,65-74,65-74,65.0,74.0,Oceania,Austrailia,NR,"Mitchell P et al, 1995",1992-1993,1992.0,1993.0,1209.0,8.0,0.006617038875103391,0.00233172347956087,,,,
,,,Late,Male,65-74,65-74,65.0,74.0,Oceania,Austrailia,NR,"Mitchell P et al, 1995",1992-1993,1992.0,1993.0,513.0,3.0,0.005847953216374269,0.003366430615184081,,,,
,,,Late,Female,65-74,65-74,65.0,74.0,Oceania,Austrailia,NR,"Mitchell P et al, 1995",1992-1993,1992.0,1993.0,659.0,6.0,0.009104704097116844,0.003700020190327717,,,,
,,,Late,,75-84,75-84,75.0,84.0,Oceania,Austrailia,NR,"Mitchell P et al, 1995",1992-1993,1992.0,1993.0,653.0,65.0,0.0995405819295559,0.011715897661176837,,,,
,,,Late,Male,75-84,75-84,75.0,84.0,Oceania,Austrailia,NR,"Mitchell P et al, 1995",1992-1993,1992.0,1993.0,279.0,22.0,0.07885304659498207,0.016135097614995025,,,,
,,,Late,Female,75-84,75-84,75.0,84.0,Oceania,Austrailia,NR,"Mitchell P et al, 1995",1992-1993,1992.0,1993.0,374.0,40.0,0.10695187165775401,0.015980700995133948,,,,
,,,Late,,85+,85-95,85.0,95.0,Oceania,Austrailia,NR,"Mitchell P et al, 1995",1992-1993,1992.0,1993.0,135.0,25.0,0.18518518518518517,0.033432256809201484,,,,
,,,Late,Male,85+,85-95,85.0,95.0,Oceania,Austrailia,NR,"Mitchell P et al, 1995",1992-1993,1992.0,1993.0,48.0,6.0,0.125,0.047735163489123336,,,,
,,,Late,Female,85+,85-95,85.0,95.0,Oceania,Austrailia,NR,"Mitchell P et al, 1995",1992-1993,1992.0,1993.0,87.0,19.0,0.21839080459770116,0.044294762548763904,,,,
,,,Late,,49+,49-95,49.0,95.0,Oceania,Austrailia,European Ancestry,"Mitchell P et al, 1995",1992-1993,1992.0,1993.0,3654.0,70.0,0.019157088122605363,0.0022676718345771402,,,,
,,,Late,Male,49+,49-95,49.0,95.0,Oceania,Austrailia,European Ancestry,"Mitchell P et al, 1995",1992-1993,1992.0,1993.0,1582.0,20.0,0.012642225031605562,0.00280896154602356,,,,
,,,Late,Female,49+,49-95,49.0,95.0,Oceania,Austrailia,European Ancestry,"Mitchell P et al, 1995",1992-1993,1992.0,1993.0,2072.0,50.0,0.02413127413127413,0.0033712499357627036,,,,
,,,Late,,49-54,49-54,49.0,54.0,Oceania,Austrailia,European Ancestry,"Mitchell P et al, 1995",1992-1993,1992.0,1993.0,485.0,0.0,0.0,0.0,,,,
,,,Late,Male,49-54,49-54,49.0,54.0,Oceania,Austrailia,European Ancestry,"Mitchell P et al, 1995",1992-1993,1992.0,1993.0,215.0,0.0,0.0,0.0,,,,
,,,Late,Female,49-54,49-54,49.0,54.0,Oceania,Austrailia,European Ancestry,"Mitchell P et al, 1995",1992-1993,1992.0,1993.0,270.0,0.0,0.0,0.0,,,,
,,,Late,,55-64,55-64,55.0,64.0,Oceania,Austrailia,European Ancestry,"Mitchell P et al, 1995",1992-1993,1992.0,1993.0,1172.0,1.0,0.0008532423208191126,0.0008528782319095041,,,,
,,,Late,Male,55-64,55-64,55.0,64.0,Oceania,Austrailia,European Ancestry,"Mitchell P et al, 1995",1992-1993,1992.0,1993.0,513.0,0.0,0.0,0.0,,,,
,,,Late,Female,55-64,55-64,55.0,64.0,Oceania,Austrailia,European Ancestry,"Mitchell P et al, 1995",1992-1993,1992.0,1993.0,659.0,1.0,0.0015174506828528073,0.0015162989174626843,,,,
,,,Late,,65-74,65-74,65.0,74.0,Oceania,Austrailia,European Ancestry,"Mitchell P et al, 1995",1992-1993,1992.0,1993.0,1209.0,8.0,0.006617038875103391,0.00233172347956087,,,,
,,,Late,Male,65-74,65-74,65.0,74.0,Oceania,Austrailia,European Ancestry,"Mitchell P et al, 1995",1992-1993,1992.0,1993.0,513.0,3.0,0.005847953216374269,0.003366430615184081,,,,
,,,Late,Female,65-74,65-74,65.0,74.0,Oceania,Austrailia,European Ancestry,"Mitchell P et al, 1995",1992-1993,1992.0,1993.0,659.0,6.0,0.009104704097116844,0.003700020190327717,,,,
,,,Late,,75-84,75-84,75.0,84.0,Oceania,Austrailia,European Ancestry,"Mitchell P et al, 1995",1992-1993,1992.0,1993.0,653.0,65.0,0.0995405819295559,0.011715897661176837,,,,
,,,Late,Male,75-84,75-84,75.0,84.0,Oceania,Austrailia,European Ancestry,"Mitchell P et al, 1995",1992-1993,1992.0,1993.0,279.0,22.0,0.07885304659498207,0.016135097614995025,,,,
,,,Late,Female,75-84,75-84,75.0,84.0,Oceania,Austrailia,European Ancestry,"Mitchell P et al, 1995",1992-1993,1992.0,1993.0,374.0,40.0,0.10695187165775401,0.015980700995133948,,,,
,,,Late,,85+,85-95,85.0,95.0,Oceania,Austrailia,European Ancestry,"Mitchell P et al, 1995",1992-1993,1992.0,1993.0,135.0,25.0,0.18518518518518517,0.033432256809201484,,,,
,,,Late,Male,85+,85-95,85.0,95.0,Oceania,Austrailia,European Ancestry,"Mitchell P et al, 1995",1992-1993,1992.0,1993.0,48.0,6.0,0.125,0.047735163489123336,,,,
,,,Late,Female,85+,85-95,85.0,95.0,Oceania,Austrailia,European Ancestry,"Mitchell P et al, 1995",1992-1993,1992.0,1993.0,87.0,19.0,0.21839080459770116,0.044294762548763904,,,,
7862408.0,Wisconsin Age-Related Maculopathy Grading System,Prevalence,Any,,55-98,55-98,55.0,98.0,Europe,Netherland,NR,"Vingerling JR et al, 1995",1990-1993,1990.0,1993.0,9774.0,4791.0,0.4901780233271946,0.005056500179299256,,,,
,,,Any,,55-64,55-64,55.0,64.0,Europe,Netherland,NR,"Vingerling JR et al, 1995",1990-1993,1990.0,1993.0,3220.0,1308.0,0.4062111801242236,0.008654938942310748,,,,
,,,Any,,65-74,65-74,65.0,74.0,Europe,Netherland,NR,"Vingerling JR et al, 1995",1990-1993,1990.0,1993.0,3247.0,1695.0,0.5220203264551894,0.00876611728206377,,,,
,,,Any,,75-84,75-84,75.0,84.0,Europe,Netherland,NR,"Vingerling JR et al, 1995",1990-1993,1990.0,1993.0,2301.0,1374.0,0.5971316818774446,0.010224882016187892,,,,
,,,Any,,85-98,85-98,85.0,98.0,Europe,Netherland,NR,"Vingerling JR et al, 1995",1990-1993,1990.0,1993.0,1006.0,640.0,0.6361829025844931,0.01516818296294183,,,,
,,,Early to intermediate,,55-98,55-98,55.0,98.0,Europe,Netherland,NR,"Vingerling JR et al, 1995",1990-1993,1990.0,1993.0,9774.0,4711.0,0.48199304276652344,0.00505419523274528,,,,
,,,Early to intermediate,,55-64,55-64,55.0,64.0,Europe,Netherland,NR,"Vingerling JR et al, 1995",1990-1993,1990.0,1993.0,3220.0,1282.0,0.3981366459627329,0.008626548958117292,,,,
,,,Early to intermediate,,65-74,65-74,65.0,74.0,Europe,Netherland,NR,"Vingerling JR et al, 1995",1990-1993,1990.0,1993.0,3247.0,1669.0,0.5140129350169387,0.008771184266545752,,,,
,,,Early to intermediate,,75-84,75-84,75.0,84.0,Europe,Netherland,NR,"Vingerling JR et al, 1995",1990-1993,1990.0,1993.0,2301.0,1289.0,0.5601912212081703,0.010347651340347463,,,,
,,,Early to intermediate,,85-98,85-98,85.0,98.0,Europe,Netherland,NR,"Vingerling JR et al, 1995",1990-1993,1990.0,1993.0,1006.0,529.0,0.525844930417495,0.01574309276327862,,,,
,,,Early,,55-98,55-98,55.0,98.0,Europe,Netherland,NR,"Vingerling JR et al, 1995",1990-1993,1990.0,1993.0,9774.0,4134.0,0.4229588704726826,0.0049970798139298165,,,,
,,,Early,,55-64,55-64,55.0,64.0,Europe,Netherland,NR,"Vingerling JR et al, 1995",1990-1993,1990.0,1993.0,3220.0,1163.0,0.36118012422360246,0.008464926580623694,,,,
,,,Early,,65-74,65-74,65.0,74.0,Europe,Netherland,NR,"Vingerling JR et al, 1995",1990-1993,1990.0,1993.0,3247.0,1500.0,0.4619648906683092,0.008749206140381442,,,,
,,,Early,,75-84,75-84,75.0,84.0,Europe,Netherland,NR,"Vingerling JR et al, 1995",1990-1993,1990.0,1993.0,2301.0,1075.0,0.4671881790525858,0.010400986656430989,,,,
,,,Early,,85-98,85-98,85.0,98.0,Europe,Netherland,NR,"Vingerling JR et al, 1995",1990-1993,1990.0,1993.0,1006.0,375.0,0.3727634194831014,0.015245207589654424,,,,
,,,Intermediate,,55-98,55-98,55.0,98.0,Europe,Netherland,NR,"Vingerling JR et al, 1995",1990-1993,1990.0,1993.0,9774.0,577.0,0.0590341722938408,0.002383979396939477,,,,
,,,Intermediate,Male,55-98,55-98,55.0,98.0,Europe,Netherland,NR,"Vingerling JR et al, 1995",1990-1993,1990.0,1993.0,3787.0,258.0,0.068127805650911,0.004094423153915897,,,,
,,,Intermediate,Female,55-98,55-98,55.0,98.0,Europe,Netherland,NR,"Vingerling JR et al, 1995",1990-1993,1990.0,1993.0,5987.0,311.0,0.05194588274594956,0.002868055166758129,,,,
,,,Intermediate,,55-64,55-64,55.0,64.0,Europe,Netherland,NR,"Vingerling JR et al, 1995",1990-1993,1990.0,1993.0,3220.0,119.0,0.03695652173913044,0.003324608847308375,,,,
,,,Intermediate,Male,55-64,55-64,55.0,64.0,Europe,Netherland,NR,"Vingerling JR et al, 1995",1990-1993,1990.0,1993.0,1418.0,58.0,0.04090267983074753,0.0052597984734444785,,,,
,,,Intermediate,Female,55-64,55-64,55.0,64.0,Europe,Netherland,NR,"Vingerling JR et al, 1995",1990-1993,1990.0,1993.0,1802.0,61.0,0.033851276359600446,0.004260220943895125,,,,
,,,Intermediate,,65-74,65-74,65.0,74.0,Europe,Netherland,NR,"Vingerling JR et al, 1995",1990-1993,1990.0,1993.0,3247.0,169.0,0.0520480443486295,0.0038981112286915554,,,,
,,,Intermediate,Male,65-74,65-74,65.0,74.0,Europe,Netherland,NR,"Vingerling JR et al, 1995",1990-1993,1990.0,1993.0,1382.0,100.0,0.0723589001447178,0.006969184275122241,,,,
,,,Intermediate,Female,65-74,65-74,65.0,74.0,Europe,Netherland,NR,"Vingerling JR et al, 1995",1990-1993,1990.0,1993.0,1865.0,69.0,0.036997319034852545,0.004370785134412222,,,,
,,,Intermediate,,75-84,75-84,75.0,84.0,Europe,Netherland,NR,"Vingerling JR et al, 1995",1990-1993,1990.0,1993.0,2301.0,214.0,0.09300304215558453,0.006054707719934431,,,,
,,,Intermediate,Male,75-84,75-84,75.0,84.0,Europe,Netherland,NR,"Vingerling JR et al, 1995",1990-1993,1990.0,1993.0,796.0,82.0,0.10301507537688442,0.010774234668454586,,,,
,,,Intermediate,Female,75-84,75-84,75.0,84.0,Europe,Netherland,NR,"Vingerling JR et al, 1995",1990-1993,1990.0,1993.0,1505.0,131.0,0.08704318936877077,0.007266483040846676,,,,
,,,Intermediate,,85-98,85-98,85.0,98.0,Europe,Netherland,NR,"Vingerling JR et al, 1995",1990-1993,1990.0,1993.0,1006.0,154.0,0.15308151093439365,0.011352282415802906,,,,
,,,Intermediate,Male,85-98,85-98,85.0,98.0,Europe,Netherland,NR,"Vingerling JR et al, 1995",1990-1993,1990.0,1993.0,191.0,39.0,0.20418848167539266,0.029167825064390064,,,,
,,,Intermediate,Female,85-98,85-98,85.0,98.0,Europe,Netherland,NR,"Vingerling JR et al, 1995",1990-1993,1990.0,1993.0,815.0,112.0,0.1374233128834356,0.012060082000737458,,,,
,,,Late,,55-98,55-98,55.0,98.0,Europe,Netherland,NR,"Vingerling JR et al, 1995",1990-1993,1990.0,1993.0,9774.0,20.0,0.0020462451401677922,0.0004570859493246266,,,,
,,,Late,Male,55-98,55-98,55.0,98.0,Europe,Netherland,NR,"Vingerling JR et al, 1995",1990-1993,1990.0,1993.0,3787.0,11.0,0.002904673884341167,0.0008745192581754108,,,,
,,,Late,Female,55-98,55-98,55.0,98.0,Europe,Netherland,NR,"Vingerling JR et al, 1995",1990-1993,1990.0,1993.0,5987.0,6.0,0.001002171371304493,0.0004089296861306796,,,,
,,,Late,,55-64,55-64,55.0,64.0,Europe,Netherland,NR,"Vingerling JR et al, 1995",1990-1993,1990.0,1993.0,3220.0,26.0,0.008074534161490683,0.0015771402750136283,,,,
,,,Late,Male,55-64,55-64,55.0,64.0,Europe,Netherland,NR,"Vingerling JR et al, 1995",1990-1993,1990.0,1993.0,1418.0,13.0,0.009167842031029619,0.0025310195049627546,,,,
,,,Late,Female,55-64,55-64,55.0,64.0,Europe,Netherland,NR,"Vingerling JR et al, 1995",1990-1993,1990.0,1993.0,1802.0,11.0,0.006104328523862375,0.0018348981193210942,,,,
,,,Late,,65-74,65-74,65.0,74.0,Europe,Netherland,NR,"Vingerling JR et al, 1995",1990-1993,1990.0,1993.0,3247.0,26.0,0.008007391438250694,0.0015640787061843482,,,,
,,,Late,Male,65-74,65-74,65.0,74.0,Europe,Netherland,NR,"Vingerling JR et al, 1995",1990-1993,1990.0,1993.0,1382.0,12.0,0.008683068017366137,0.0024956796746527033,,,,
,,,Late,Female,65-74,65-74,65.0,74.0,Europe,Netherland,NR,"Vingerling JR et al, 1995",1990-1993,1990.0,1993.0,1865.0,11.0,0.005898123324396783,0.0017730988709728048,,,,
,,,Late,,75-84,75-84,75.0,84.0,Europe,Netherland,NR,"Vingerling JR et al, 1995",1990-1993,1990.0,1993.0,2301.0,85.0,0.03694046066927423,0.003932053451274999,,,,
,,,Late,Male,75-84,75-84,75.0,84.0,Europe,Netherland,NR,"Vingerling JR et al, 1995",1990-1993,1990.0,1993.0,796.0,28.0,0.035175879396984924,0.006529651820466749,,,,
,,,Late,Female,75-84,75-84,75.0,84.0,Europe,Netherland,NR,"Vingerling JR et al, 1995",1990-1993,1990.0,1993.0,1505.0,57.0,0.03787375415282392,0.004920587498294184,,,,
,,,Late,,85-98,85-98,85.0,98.0,Europe,Netherland,NR,"Vingerling JR et al, 1995",1990-1993,1990.0,1993.0,1006.0,111.0,0.110337972166998,0.009878159537584566,,,,
,,,Late,Male,85-98,85-98,85.0,98.0,Europe,Netherland,NR,"Vingerling JR et al, 1995",1990-1993,1990.0,1993.0,191.0,18.0,0.09424083769633508,0.02114020786360384,,,,
,,,Late,Female,85-98,85-98,85.0,98.0,Europe,Netherland,NR,"Vingerling JR et al, 1995",1990-1993,1990.0,1993.0,815.0,94.0,0.11533742331288344,0.01118909976238258,,,,
,,,Late-wet,,55-98,55-98,55.0,98.0,Europe,Netherland,NR,"Vingerling JR et al, 1995",1990-1993,1990.0,1993.0,9774.0,108.0,0.011049723756906077,0.001057369480897104,,,,
,,,Late-wet,Male,55-98,55-98,55.0,98.0,Europe,Netherland,NR,"Vingerling JR et al, 1995",1990-1993,1990.0,1993.0,3787.0,30.0,0.007921837866385001,0.0014405829394704957,,,,
,,,Late-wet,Female,55-98,55-98,55.0,98.0,Europe,Netherland,NR,"Vingerling JR et al, 1995",1990-1993,1990.0,1993.0,5987.0,72.0,0.012026056455653918,0.0014087363970862637,,,,
,,,Late-wet,,55-64,55-64,55.0,64.0,Europe,Netherland,NR,"Vingerling JR et al, 1995",1990-1993,1990.0,1993.0,3220.0,3.0,0.0009316770186335404,0.0005376533427275562,,,,
,,,Late-wet,Male,55-64,55-64,55.0,64.0,Europe,Netherland,NR,"Vingerling JR et al, 1995",1990-1993,1990.0,1993.0,1418.0,1.0,0.0007052186177715092,0.0007049699072655301,,,,
,,,Late-wet,Female,55-64,55-64,55.0,64.0,Europe,Netherland,NR,"Vingerling JR et al, 1995",1990-1993,1990.0,1993.0,1802.0,2.0,0.0011098779134295228,0.0007843665606518515,,,,
,,,Late-wet,,65-74,65-74,65.0,74.0,Europe,Netherland,NR,"Vingerling JR et al, 1995",1990-1993,1990.0,1993.0,3247.0,13.0,0.004003695719125347,0.0011082002683795316,,,,
,,,Late-wet,Male,65-74,65-74,65.0,74.0,Europe,Netherland,NR,"Vingerling JR et al, 1995",1990-1993,1990.0,1993.0,1382.0,4.0,0.002894356005788712,0.001445082161095286,,,,
,,,Late-wet,Female,65-74,65-74,65.0,74.0,Europe,Netherland,NR,"Vingerling JR et al, 1995",1990-1993,1990.0,1993.0,1865.0,9.0,0.00482573726541555,0.0016046931045920663,,,,
,,,Late-wet,,75-84,75-84,75.0,84.0,Europe,Netherland,NR,"Vingerling JR et al, 1995",1990-1993,1990.0,1993.0,2301.0,55.0,0.023902651021295088,0.003184280319639181,,,,
,,,Late-wet,Male,75-84,75-84,75.0,84.0,Europe,Netherland,NR,"Vingerling JR et al, 1995",1990-1993,1990.0,1993.0,796.0,19.0,0.02386934673366834,0.0054102546661858025,,,,
,,,Late-wet,Female,75-84,75-84,75.0,84.0,Europe,Netherland,NR,"Vingerling JR et al, 1995",1990-1993,1990.0,1993.0,1505.0,36.0,0.023920265780730896,0.0039387407692875525,,,,
,,,Late-wet,,85-98,85-98,85.0,98.0,Europe,Netherland,NR,"Vingerling JR et al, 1995",1990-1993,1990.0,1993.0,1006.0,74.0,0.073558648111332,0.008230511858121896,,,,
,,,Late-wet,Male,85-98,85-98,85.0,98.0,Europe,Netherland,NR,"Vingerling JR et al, 1995",1990-1993,1990.0,1993.0,191.0,13.0,0.06806282722513089,0.018223493089800157,,,,
,,,Late-wet,Female,85-98,85-98,85.0,98.0,Europe,Netherland,NR,"Vingerling JR et al, 1995",1990-1993,1990.0,1993.0,815.0,61.0,0.07484662576687116,0.009217521883157359,,,,
,,,Late-dry,,55-98,55-98,55.0,98.0,Europe,Netherland,NR,"Vingerling JR et al, 1995",1990-1993,1990.0,1993.0,9774.0,59.0,0.006036423163494987,0.0007834998294177135,,,,
,,,Late-dry,Male,55-98,55-98,55.0,98.0,Europe,Netherland,NR,"Vingerling JR et al, 1995",1990-1993,1990.0,1993.0,3787.0,23.0,0.006073409030895168,0.0012625418062072536,,,,
,,,Late-dry,Female,55-98,55-98,55.0,98.0,Europe,Netherland,NR,"Vingerling JR et al, 1995",1990-1993,1990.0,1993.0,5987.0,36.0,0.006013028227826959,0.000999153785885867,,,,
